Combo #,Median Image Size,F1 Score,Precision,Recall,Image Count,F1 Diff
2136,81476.72222222222,0.037383177570093455,0.2857142857142857,0.02,90,-0.26676428786769457
2137,81539.35,0.018867924528301886,0.16666666666666666,0.01,80,-0.28527954090948615
2138,81571.35714285714,0.018867924528301886,0.16666666666666666,0.01,70,-0.28527954090948615
2139,81655.95,0.018867924528301886,0.16666666666666666,0.01,60,-0.28527954090948615
2140,67651.71717171717,0.08484848484848485,0.1076923076923077,0.07,99,-0.2192989805893032
2141,67664.92222222222,0.08536585365853659,0.109375,0.07,90,-0.21878161177925143
2142,67688.825,0.07453416149068323,0.09836065573770492,0.06,80,-0.2296133039471048
2143,67705.0142857143,0.07692307692307691,0.10714285714285714,0.06,70,-0.2272243885147111
2144,67729.63333333333,0.06666666666666667,0.1,0.05,60,-0.23748079877112138
2145,74678.1530612245,0,0,0.0,98,-0.30414746543778803
2146,74838.03370786516,0,0,0.0,89,-0.30414746543778803
2147,75091.72151898734,0,0,0.0,79,-0.30414746543778803
2148,75311.46376811594,0,0,0.0,69,-0.30414746543778803
2149,75628.7627118644,0,0,0.0,59,-0.30414746543778803
2150,13881.734693877552,0,0,0.0,98,-0.30414746543778803
2151,14551.247191011236,0,0,0.0,89,-0.30414746543778803
2152,15520.025316455696,0,0,0.0,79,-0.30414746543778803
2153,16468.681159420288,0,0,0.0,69,-0.30414746543778803
2154,17600.762711864405,0,0,0.0,59,-0.30414746543778803
2155,72333.59595959596,0.41059602649006627,0.6078431372549019,0.31,99,0.10644856105227823
2156,72348.27777777778,0.40268456375838924,0.6122448979591837,0.3,90,0.0985370983206012
2157,72375.125,0.4081632653061224,0.6382978723404256,0.3,80,0.10401579986833437
2158,72369.65714285715,0.37762237762237766,0.627906976744186,0.27,70,0.07347491218458962
2159,72395.66666666667,0.35714285714285715,0.625,0.25,60,0.05299539170506912
2160,63822.30303030303,0.06993006993006994,0.11627906976744186,0.05,99,-0.23421739550771808
