Combo #,Median Image Size,F1 Score, Precision, Recall, Image Count
1991,1116.8651685393259,0.0,0,0.0,89
1992,1105.5949367088608,0.0,0,0.0,79
1993,1114.840579710145,0.0,0,0.0,69
1994,1117.084745762712,0.0,0,0.0,59
1995,176798.21212121213,0.0,0.0,0.0,99
1996,176791.35555555555,0.0,0.0,0.0,90
1997,176795.7125,0.0,0.0,0.0,80
1998,176800.6,0.0,0.0,0.0,70
1999,176807.45,0.0,0.0,0.0,60
2000,279947.38383838383,0.12048192771084337,0.29411764705882354,0.07575757575757576,99
2001,279993.7555555556,0.11920529801324502,0.2903225806451613,0.075,90
2002,280020.65,0.12903225806451613,0.3132530120481928,0.08125,80
2003,280036.4142857143,0.1246458923512748,0.3013698630136986,0.07857142857142857,70
2004,280032.85,0.1122112211221122,0.2698412698412698,0.07083333333333333,60
2005,291683.48979591834,0.10169491525423728,0.19424460431654678,0.06887755102040816,98
2006,291704.32584269665,0.10330578512396695,0.1953125,0.0702247191011236,89
2007,291714.93670886074,0.10772833723653397,0.2072072072072072,0.07278481012658228,79
2008,291704.4202898551,0.1122994652406417,0.21428571428571427,0.07608695652173914,69
2009,291713.30508474575,0.1,0.19047619047619047,0.06779661016949153,59
2010,7758.397959183673,0.0,0.0,0.0,98
2011,7744.91011235955,0.0,0.0,0.0,89
2012,7685.4177215189875,0.0,0.0,0.0,79
2013,7836.304347826087,0.0,0.0,0.0,69
2014,7890.169491525424,0.0,0.0,0.0,59
2015,281298.10101010103,0.24355300859598855,0.2814569536423841,0.21464646464646464,99
2016,281334.7555555556,0.23937007874015748,0.27636363636363637,0.2111111111111111,90
2017,281336.5,0.2531194295900178,0.2946058091286307,0.221875,80
2018,281356.67142857146,0.25254582484725047,0.2938388625592417,0.22142857142857142,70
2019,281253.6666666667,0.25419664268585135,0.2994350282485876,0.22083333333333333,60
2020,201822.56565656565,0.003992015968063873,0.009523809523809525,0.0025252525252525255,99
2021,201827.94444444444,0.004395604395604396,0.010526315789473684,0.002777777777777778,90
2022,201840.8125,0.0049261083743842365,0.011627906976744186,0.003125,80
2023,201843.11428571428,0.005617977528089887,0.013157894736842105,0.0035714285714285713,70
2024,201830.56666666668,0.0,0.0,0.0,60
2025,211421.1326530612,0.004854368932038834,0.05,0.002551020408163265,98
2026,211429.65168539327,0.005361930294906166,0.058823529411764705,0.0028089887640449437,89
2027,211442.54430379748,0.006024096385542168,0.0625,0.0031645569620253164,79
2028,211446.4927536232,0.006872852233676976,0.06666666666666667,0.0036231884057971015,69
2029,211444.98305084746,0.007999999999999998,0.07142857142857142,0.00423728813559322,59
2030,6449.010204081633,0.0,0.0,0.0,98
2031,6446.044943820225,0.0,0.0,0.0,89
2032,6410.291139240507,0.0,0.0,0.0,79
2033,6522.478260869565,0.0,0.0,0.0,69
2034,6550.796610169492,0.0,0.0,0.0,59
2035,218154.0202020202,0.10136452241715402,0.2222222222222222,0.06565656565656566,99
2036,218171.95555555556,0.09871244635193133,0.2169811320754717,0.06388888888888888,90
2037,218171.725,0.1070559610705596,0.24175824175824176,0.06875,80
2038,218165.67142857143,0.12121212121212122,0.26506024096385544,0.07857142857142857,70
2039,218174.38333333333,0.11688311688311687,0.2647058823529412,0.075,60
2040,172185.9898989899,0.034026465028355386,0.06766917293233082,0.022727272727272728,99
2041,172191.03333333333,0.037578288100208766,0.07563025210084033,0.025,90
2042,172199.525,0.037122969837587005,0.07207207207207207,0.025,80
2043,172204.67142857143,0.031914893617021274,0.0625,0.02142857142857143,70
2044,172205.28333333333,0.03125,0.0625,0.020833333333333332,60
2045,180978.75510204083,0.0,0.0,0.0,98
2046,180980.16853932585,0.0,0.0,0.0,89
2047,180985.74683544305,0.0,0.0,0.0,79
2048,180993.91304347827,0.0,0.0,0.0,69
2049,180994.62711864407,0.0,0.0,0.0,59
2050,5415.448979591837,0.0,0,0.0,98
2051,5398.70786516854,0.0,0,0.0,89
2052,5355.215189873417,0.0,0,0.0,79
2053,5484.826086956522,0.0,0,0.0,69
2054,5517.271186440678,0.0,0,0.0,59
2055,183912.51515151514,0.021231422505307854,0.06666666666666667,0.012626262626262626,99
2056,183918.51111111112,0.018648018648018648,0.057971014492753624,0.011111111111111112,90
2057,183939.9625,0.020887728459530026,0.06349206349206349,0.0125,80
2058,183961.22857142857,0.02402402402402402,0.07547169811320754,0.014285714285714285,70
2059,183964.4,0.02112676056338028,0.06818181818181818,0.0125,60
2060,157631.27272727274,0.011718749999999998,0.02586206896551724,0.007575757575757576,99
2061,157628.7111111111,0.012931034482758622,0.028846153846153848,0.008333333333333333,90
2062,157631.6375,0.00970873786407767,0.021739130434782608,0.00625,80
2063,157633.88571428572,0.01111111111111111,0.025,0.007142857142857143,70
2064,157636.6,0.006493506493506494,0.014705882352941176,0.004166666666666667,60
